Company,TypeName,Inches,Ram,OpSys,Price,Res_Width,Res_Height,Is_IPS,Cpu_Gamme,Cpu_Frequence_GHz,has_ssd,has_hdd,has_flash,has_hybrid,total_memory_gb,gpu_brand,has_intel_gpu,has_nvidia_gpu,has_amd_gpu,weight_kg
Lenovo,Notebook,15.6,4,No OS,21498.48,1920,1080,0,Intel Core i3,2.0,1,0,0,0,128.0,Intel,1,0,0,1.85
Asus,Gaming,15.6,8,Windows 10,88178.4,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.3
Lenovo,Notebook,14.0,8,Windows 10,58554.72,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,1.5
Asus,Ultrabook,13.3,16,Windows 10,93181.392,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.1
Lenovo,Ultrabook,14.0,8,Windows 10,121584.96,2560,1440,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.13
Lenovo,Notebook,13.3,4,Windows 10,29250.72,1920,1080,1,Intel Core i3,2.4,1,0,0,0,128.0,Intel,1,0,0,1.5
Dell,Workstation,15.6,8,Windows 10,72940.32,1920,1080,0,Intel Core i5,2.6,0,1,0,0,500.0,AMD,0,0,1,2.23
Dell,Workstation,15.6,8,Windows 10,113752.8,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Nvidia,0,1,0,2.0
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,133679.52,2560,1440,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.42
Asus,Gaming,17.3,8,Windows 10,55357.92,1920,1080,0,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,3.0
Asus,Gaming,17.3,16,Windows 10,84768.48,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,3.0
Acer,Notebook,15.6,12,Windows 10,36975.7872,1366,768,1,Intel Core i5,1.6,0,1,0,0,1024.0,Nvidia,0,1,0,2.2
MSI,Gaming,17.3,8,Windows 10,71874.72,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,2.7
Dell,Notebook,15.6,8,Linux,41498.1936,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,AMD,0,0,1,2.33
HP,Ultrabook,15.6,4,Windows 10,26586.72,1920,1080,0,AMD A9-Series 9420,3.0,1,0,0,0,256.0,AMD,0,0,1,1.91
Lenovo,Notebook,15.6,8,Windows 10,65510.9568,1920,1080,1,Intel Core i7,1.8,1,0,0,0,256.0,AMD,0,0,1,2.1
Lenovo,Notebook,14.0,8,Windows 10,49976.64,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.9
Dell,Workstation,15.6,8,Windows 10,144495.36,3840,2160,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,1.78
Lenovo,Ultrabook,14.0,16,Windows 10,139860.0,2560,1440,1,Intel Core i7,2.7,1,0,0,0,1024.0,Intel,1,0,0,1.13
Lenovo,Notebook,15.6,4,Windows 10,16303.68,1366,768,0,Intel Celeron Dual,1.1,0,1,0,0,1024.0,Intel,1,0,0,2.2
Asus,Gaming,17.3,16,Windows 10,81465.12,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.9
Lenovo,Notebook,25.6,8,Windows 10,60978.96,1920,1080,1,Intel Core i5,1.6,1,1,0,0,1280.0,AMD,0,0,1,2.1
Acer,Notebook,15.6,8,Linux,46833.12,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,2.5
MSI,Gaming,17.3,16,Windows 10,119826.72,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.8
Asus,Ultrabook,14.0,8,Windows 10,99793.44,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.1
Toshiba,Ultrabook,13.3,16,Windows 10,93080.16,1920,1080,0,Intel Core i7,2.5,1,0,0,0,512.0,Intel,1,0,0,1.2
Dell,Ultrabook,14.0,8,Windows 10,89510.4,1920,1080,0,Intel Core i7,2.8,1,0,0,0,512.0,Intel,1,0,0,1.36
Lenovo,Notebook,35.6,4,Windows 10,21791.52,1920,1080,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,2.2
Lenovo,Notebook,11.6,2,Windows 10,16221.096,1366,768,0,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.15
Lenovo,Workstation,15.6,8,Windows 10,102564.0,1920,1080,0,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,2.67
Lenovo,Ultrabook,14.0,8,Windows 10,103523.04,2560,1440,1,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,1.7
HP,Notebook,15.6,4,Windows 10,24988.32,1920,1080,0,Intel Core i3,2.0,0,1,0,0,1024.0,AMD,0,0,1,2.1
Acer,2 in 1 Convertible,13.3,8,Windows 10,42038.4528,1920,1080,1,Intel Core i7,2.5,1,0,0,0,256.0,Intel,1,0,0,1.6
Asus,2 in 1 Convertible,13.3,8,Windows 10,49443.84,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.27
Dell,Notebook,15.6,4,Linux,31909.392,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,AMD,0,0,1,2.3
Dell,Notebook,13.3,4,Windows 10,36709.92,1366,768,0,Intel Core i3,2.0,1,0,0,0,128.0,Intel,1,0,0,1.65
HP,Ultrabook,14.0,8,Windows 10,79920.0,1920,1080,0,Intel Core i7,2.5,1,0,0,0,256.0,Intel,1,0,0,1.43
Dell,Notebook,15.6,8,Windows 10,28768.536,1366,768,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,2.14
Lenovo,Ultrabook,14.0,8,Windows 10,64755.4464,1920,1080,1,Intel Core i7,1.8,1,0,0,0,256.0,AMD,0,0,1,1.75
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,101178.72,3840,2160,1,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,2.0
Chuwi,Notebook,12.3,6,Windows 10,23922.72,2736,1824,1,Intel Celeron Quad,1.1,0,0,1,0,64.0,Intel,1,0,0,1.4
HP,Notebook,15.6,8,Windows 10,76030.56,1920,1080,0,Intel Core i7,2.9,1,0,0,0,256.0,Intel,1,0,0,2.31
Asus,Notebook,35.6,8,Linux,31808.16,1920,1080,0,Intel Core i3,2.4,0,1,0,0,1024.0,Nvidia,0,1,0,2.3
Dell,Gaming,27.3,16,Windows 10,149130.72,2560,1440,1,Intel Core i7,2.9,1,1,0,0,1280.0,Nvidia,0,1,0,4.42
Dell,Gaming,15.6,8,Windows 10,61751.52,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.62
Dell,Notebook,15.6,8,Windows 10,60867.072,1920,1080,0,Intel Core i7,1.8,1,1,0,0,2304.0,AMD,0,0,1,2.02
Dell,Ultrabook,14.0,8,Linux,58554.72,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Intel,1,0,0,1.6
HP,Gaming,17.3,12,Windows 10,106506.72,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,3.35
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,15930.72,1920,1080,1,Intel Celeron Dual,1.1,1,0,0,0,32.0,Intel,1,0,0,1.16
Samsung,Netbook,11.6,4,Chrome OS,14332.32,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,16.0,Intel,1,0,0,1.15
Lenovo,Notebook,13.3,8,Windows 10,53812.8,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.4
Lenovo,Notebook,14.0,4,Windows 10,31914.72,1920,1080,1,Intel Core i3,2.7,1,0,0,0,128.0,Intel,1,0,0,1.7
Lenovo,Workstation,15.6,16,Windows 10,130269.6,3840,2160,1,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,2.3
Lenovo,Notebook,15.6,16,Windows 10,130482.72,1920,1080,0,Intel Core i7,2.9,1,0,0,0,512.0,Nvidia,0,1,0,2.5
Asus,Gaming,17.3,8,Windows 10,90309.6,1920,1080,0,AMD Ryzen 1600,3.2,1,1,0,0,1280.0,AMD,0,0,1,3.2
HP,Notebook,15.6,4,Windows 10,18488.16,1366,768,0,Intel Celeron Dual,1.6,0,1,0,0,500.0,Intel,1,0,0,2.1
Google,Ultrabook,12.3,16,Chrome OS,117162.72,2400,1600,0,Intel Core i7,1.3,1,0,0,0,512.0,Intel,1,0,0,1.1
Lenovo,Ultrabook,24.0,24,Windows 10,126912.96,2560,1440,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.32
Asus,Notebook,15.6,4,Linux,29783.52,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.0
Lenovo,Notebook,17.3,8,Windows 10,27652.32,1600,900,0,AMD A6-Series 9220,2.5,0,1,0,0,1024.0,AMD,0,0,1,2.8
Dell,Notebook,15.6,4,Windows 10,39906.72,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,AMD,0,0,1,2.2
Lenovo,Ultrabook,12.5,8,Windows 10,76137.12,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.36
Lenovo,Notebook,15.6,4,Windows 10,18594.72,1920,1080,0,Intel Pentium Quad,1.1,1,0,0,0,128.0,Intel,1,0,0,2.2
HP,Gaming,15.6,8,Windows 10,58554.72,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.2
Dell,Notebook,14.0,8,Windows 10,62817.12,1920,1080,0,Intel Core i5,2.8,1,0,0,0,256.0,Nvidia,0,1,0,1.64
Acer,Notebook,15.6,4,Linux,23539.104,1366,768,0,Intel Core i5,2.5,0,1,0,0,500.0,Intel,1,0,0,2.4
Dell,Workstation,15.6,8,Windows 10,106187.04,1920,1080,0,Intel Xeon E3-1505M,3.0,0,1,1,0,1088.0,Nvidia,0,1,0,2.23
MSI,Gaming,15.6,8,Windows 10,54757.9872,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.2
Microsoft,Ultrabook,13.5,16,Windows 10 S,137941.92,2256,1504,0,Intel Core i7,2.5,1,0,0,0,512.0,Intel,1,0,0,1.25
HP,Notebook,15.6,8,Windows 10,31381.92,1366,768,0,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,1.91
Dell,Workstation,15.6,16,Windows 10,105228.0,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Nvidia,0,1,0,2.17
HP,Workstation,15.6,8,Windows 10,81731.52,1920,1080,1,Intel Core i7,2.9,1,0,0,0,512.0,Intel,1,0,0,2.31
Lenovo,Notebook,14.0,8,Windows 10,71661.6,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.65
Dell,Notebook,15.6,8,Windows 10,52161.12,1920,1080,0,Intel Core i7,1.8,1,1,0,0,1152.0,AMD,0,0,1,2.36
Dell,2 in 1 Convertible,11.6,4,Windows 10,25521.12,1366,768,0,Intel Pentium Quad,1.6,0,1,0,0,500.0,Intel,1,0,0,1.47
Dell,Notebook,17.3,8,Windows 10,109010.88,1920,1080,1,Intel Core i7,2.7,0,1,0,0,1024.0,Nvidia,0,1,0,4.42
Microsoft,Ultrabook,13.5,4,Windows 10 S,52693.92,2256,1504,0,Intel Core M,2.2,1,0,0,0,128.0,Intel,1,0,0,1.252
Microsoft,Ultrabook,33.5,8,Windows 10 S,95850.72,2256,1504,0,Intel Core i7,2.5,1,0,0,0,256.0,Intel,1,0,0,1.25
HP,Notebook,17.3,8,Windows 10,34093.872,1600,900,0,Intel Core i3,2.0,1,0,0,0,256.0,Intel,1,0,0,2.5
Acer,Notebook,15.6,4,Windows 10,28984.32,1920,1080,0,Intel Core i3,2.0,0,1,0,0,1024.0,Nvidia,0,1,0,2.23
Acer,Netbook,11.6,4,Windows 10,23176.8,1366,768,0,Intel Celeron Dual,1.6,1,0,0,0,128.0,Intel,1,0,0,1.4
Asus,Notebook,15.6,8,Windows 10,39906.72,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,2.37
Lenovo,Notebook,14.0,8,No OS,42570.72,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,AMD,0,0,1,1.5
Lenovo,Notebook,15.6,8,Windows 10,111355.2,1920,1080,0,Intel Core i7,2.9,1,0,0,0,256.0,Nvidia,0,1,0,2.67
Asus,Notebook,15.6,4,Windows 10,16197.12,1366,768,0,Intel Pentium Quad,1.1,0,1,0,0,500.0,Intel,1,0,0,2.0
Acer,Notebook,15.6,4,Windows 10,24988.32,1366,768,0,Intel Core i3,2.0,0,1,0,0,500.0,Nvidia,0,1,0,2.2
Dell,Notebook,15.6,8,Windows 10,40439.52,1920,1080,0,Intel Core i5,1.6,0,1,0,0,2048.0,AMD,0,0,1,2.02
HP,Gaming,17.3,12,Windows 10,90522.72,1920,1080,1,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,3.78
Lenovo,Ultrabook,14.0,12,Windows 10,98994.24,2560,1440,1,Intel Core i7,2.6,1,0,0,0,256.0,Intel,1,0,0,1.4
HP,2 in 1 Convertible,13.3,8,Windows 10,106506.72,3840,2160,1,Intel Core i7,1.8,1,0,0,0,512.0,Intel,1,0,0,1.29
HP,Notebook,15.6,8,Windows 10,61485.12,1920,1080,0,Intel Core i5,2.5,0,1,0,0,500.0,AMD,0,0,1,1.9
Google,Ultrabook,12.3,8,Chrome OS,67932.0,2400,1600,0,Intel Core i5,1.2,1,0,0,0,128.0,Intel,1,0,0,1.1
Dell,Ultrabook,13.3,8,Windows 10,98133.768,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.42
Asus,Notebook,15.6,12,Windows 10,69210.72,3840,2160,1,Intel Core i7,2.6,1,1,0,0,1152.0,Intel,1,0,0,2.06
Dell,Notebook,14.0,8,Windows 10,39427.2,1366,768,0,Intel Core i3,2.3,1,0,0,0,128.0,Intel,1,0,0,1.79
Dell,Workstation,15.6,8,Windows 10,128298.24,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,1.78
Lenovo,Notebook,14.0,8,Windows 10,72673.92,1920,1080,0,Intel Core i5,2.5,1,0,0,0,180.0,Intel,1,0,0,1.7
Toshiba,Notebook,13.3,8,Windows 10,89084.16,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.05
Dell,Notebook,15.6,8,Windows 10,67239.36,1920,1080,1,Intel Core i7,1.8,1,0,0,0,512.0,Nvidia,0,1,0,2.16
Dell,Notebook,15.6,4,Windows 10,31254.048,1366,768,0,Intel Core i3,2.4,0,1,0,0,1024.0,Intel,1,0,0,2.18
HP,Notebook,13.3,4,Windows 10,38681.28,1920,1080,1,Intel Core i5,1.6,1,0,0,0,128.0,Intel,1,0,0,1.49
Chuwi,Notebook,15.6,4,Windows 10,13261.392,1920,1080,0,Intel Atom x5-Z8350,1.44,0,0,1,0,64.0,Intel,1,0,0,1.89
Lenovo,Notebook,15.6,4,Windows 10,30103.2,1366,768,0,Intel Core i3,2.0,1,0,0,0,128.0,Intel,1,0,0,2.3
Lenovo,Notebook,14.0,8,Windows 10,55890.72,1920,1080,1,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.75
Dell,Workstation,15.6,16,Windows 10,124568.64,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Nvidia,0,1,0,2.17
Dell,Notebook,15.6,16,Windows 10,101178.72,1920,1080,0,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,2.06
Lenovo,Ultrabook,12.5,16,Windows 10,95797.44,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.36
Asus,Ultrabook,12.5,16,Windows 10,103896.0,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,0.91
Lenovo,Notebook,15.6,8,Windows 10,53918.8272,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.3
Toshiba,Ultrabook,13.3,32,Windows 10,149130.72,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.05
Asus,Gaming,15.6,8,Windows 10,71928.0,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,1.99
Acer,Notebook,15.6,8,Windows 10,30849.12,1366,768,0,AMD A10-Series 9620P,2.5,0,1,0,0,1024.0,AMD,0,0,1,2.2
Asus,Gaming,17.3,24,Windows 10,67612.32,1920,1080,1,Intel Core i7,2.6,1,1,0,0,1280.0,Nvidia,0,1,0,4.33
Lenovo,Ultrabook,12.5,8,Windows 10,58554.72,1366,768,1,Intel Core i5,2.3,1,0,0,0,180.0,Intel,1,0,0,1.3
Lenovo,Notebook,15.6,8,Windows 10,47893.392,1920,1080,0,Intel Core i7,1.8,1,0,0,0,256.0,Intel,1,0,0,2.17
HP,Notebook,14.0,8,Windows 10,93186.72,1920,1080,0,Intel Core i7,2.8,1,0,0,0,1024.0,Intel,1,0,0,1.48
Lenovo,Notebook,13.3,8,Windows 10,50562.72,1920,1080,1,Intel Core i3,2.4,1,0,0,0,256.0,Intel,1,0,0,1.4
Lenovo,Notebook,15.6,8,Windows 10,48538.08,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.3
Asus,Netbook,11.6,4,Windows 10 S,18115.2,1366,768,0,Intel Celeron Dual,1.1,0,0,1,0,64.0,Intel,1,0,0,1.2
HP,Notebook,15.6,8,Windows 10,32979.7872,1366,768,0,Intel Core i5,2.5,1,0,0,0,256.0,AMD,0,0,1,1.91
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,85194.72,1920,1080,1,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.4
Lenovo,Notebook,14.0,4,Windows 10,15930.72,1366,768,0,Intel Celeron Dual,1.1,0,1,0,0,500.0,Intel,1,0,0,2.1
Lenovo,Netbook,11.6,4,Chrome OS,14119.2,1366,768,0,Intel Celeron Dual,1.6,1,0,0,0,16.0,Intel,1,0,0,1.25
Lenovo,Notebook,13.3,8,Windows 10,50562.72,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.44
Asus,Notebook,15.6,8,Windows 10,65214.72,1920,1080,0,Intel Core i7,2.7,1,1,0,0,1280.0,Intel,1,0,0,2.0
Acer,Notebook,15.6,4,Windows 10,32660.64,1920,1080,1,Intel Core i5,1.6,0,1,0,0,1024.0,Nvidia,0,1,0,2.2
HP,Ultrabook,13.3,8,Windows 10,70489.44,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.34
Lenovo,Gaming,15.6,8,No OS,61218.72,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.4
Dell,Ultrabook,13.3,8,Windows 10,47898.72,1920,1080,1,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,1.29
Acer,Notebook,15.6,4,Windows 10,34045.92,1920,1080,0,Intel Core i7,2.7,0,1,0,0,500.0,Nvidia,0,1,0,2.2
Dell,Notebook,15.6,8,Windows 10,44542.08,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,2.18
Dell,Notebook,15.6,16,Windows 10,64961.1072,1920,1080,0,Intel Core i7,1.8,1,1,0,0,2304.0,AMD,0,0,1,2.2
Xiaomi,Notebook,15.6,16,No OS,74589.336,1920,1080,1,Intel Core i7,1.8,1,0,0,0,256.0,Nvidia,0,1,0,1.95
Asus,Netbook,11.6,2,Windows 10,13053.6,1366,768,0,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.1
HP,Notebook,15.6,4,Windows 10,27783.9216,1366,768,0,Intel Core i5,1.6,0,1,0,0,1024.0,Intel,1,0,0,2.04
Asus,Gaming,15.6,24,Windows 10,158135.04,1920,1080,0,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,2.24
HP,Notebook,15.6,8,Windows 10,47365.92,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.04
Asus,Gaming,17.3,16,Windows 10,80133.12,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,3.0
Lenovo,Gaming,15.6,8,Windows 10,74538.72,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,3.2
HP,Ultrabook,13.3,8,Windows 10,74538.72,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.32
Dell,Notebook,14.0,8,Windows 10,68184.0144,1920,1080,0,Intel Core i5,2.6,1,0,0,0,256.0,Intel,1,0,0,1.64
HP,Notebook,15.6,4,Windows 10,36709.92,1366,768,0,Intel Core i3,2.0,1,0,0,0,128.0,Intel,1,0,0,1.63
Dell,Notebook,17.3,8,Linux,47365.92,1920,1080,1,Intel Core i5,1.6,1,1,0,0,1152.0,AMD,0,0,1,2.8
Lenovo,Notebook,24.0,8,Windows 7,71395.2,1920,1080,0,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,2.02
Lenovo,Notebook,15.6,4,Windows 10,42570.72,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,Nvidia,0,1,0,2.2
Lenovo,Notebook,15.6,8,No OS,24455.52,1366,768,0,Intel Core i3,2.0,0,1,0,0,2048.0,Nvidia,0,1,0,2.2
Dell,Notebook,15.6,4,Windows 10,31168.8,1920,1080,0,Intel Core i5,2.5,0,1,0,0,500.0,AMD,0,0,1,2.3
Dell,Notebook,15.6,8,Windows 10,73366.56,1920,1080,0,Intel Core i5,2.8,1,0,0,0,256.0,Intel,1,0,0,1.9
Dell,Gaming,17.3,16,Windows 10,160520.3856,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,4.42
Toshiba,Notebook,15.6,8,Windows 10,45820.8,1920,1080,1,Intel Core i5,2.5,0,1,0,0,500.0,Intel,1,0,0,2.0
Asus,Notebook,15.6,8,Windows 10,69210.72,3840,2160,1,Intel Core i7,2.7,1,1,0,0,1280.0,Nvidia,0,1,0,2.0
Mediacom,Notebook,13.3,4,Windows 10,19660.32,1920,1080,1,Intel Celeron Quad,1.1,1,0,0,0,32.0,Intel,1,0,0,1.2
Asus,Gaming,15.6,8,Windows 10,87858.72,1920,1080,1,Intel Core i5,2.5,1,1,0,0,1152.0,Nvidia,0,1,0,2.3
Dell,Notebook,15.6,8,Windows 10,72940.32,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,1.93
Dell,Notebook,15.6,8,Windows 10,42486.0048,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,AMD,0,0,1,2.2
HP,Notebook,15.6,4,Windows 10,21258.1872,1920,1080,0,Intel Pentium Quad,1.6,1,0,0,0,256.0,Intel,1,0,0,1.86
HP,Gaming,17.3,12,Windows 10,95850.72,1920,1080,0,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,2.62
Lenovo,Notebook,14.0,8,Windows 10,45767.52,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Nvidia,0,1,0,1.87
Dell,Ultrabook,13.3,8,Windows 10,74538.72,3200,1800,0,Intel Core i7,1.8,1,0,0,0,256.0,Intel,1,0,0,1.2
Dell,Notebook,14.0,4,Windows 10,39207.1536,1920,1080,0,Intel Core i3,2.0,1,0,0,0,128.0,Intel,1,0,0,1.6
HP,Ultrabook,13.3,8,Windows 10,61005.6,3200,1800,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.34
Acer,Gaming,15.6,8,Linux,42517.44,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,2.4
Asus,Notebook,15.6,4,Windows 10,18594.72,1366,768,0,AMD E-Series 7110,1.8,0,1,0,0,500.0,AMD,0,0,1,2.0
HP,Notebook,15.6,4,Windows 10,37589.04,1920,1080,0,Intel Core i3,2.4,1,0,0,0,128.0,Intel,1,0,0,2.1
Lenovo,Notebook,14.0,4,Windows 10,41824.8,1920,1080,0,Intel Core i5,2.5,0,1,0,0,500.0,Intel,1,0,0,1.87
Lenovo,Notebook,15.6,4,No OS,24634.008,1920,1080,0,Intel Core i5,2.3,0,1,0,0,1024.0,Intel,1,0,0,2.15
HP,Notebook,15.6,4,Windows 10,21152.16,1920,1080,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,1.86
Lenovo,Notebook,15.6,8,Windows 10,92121.12,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.99
Lenovo,Notebook,15.6,4,Windows 10,26586.72,1920,1080,0,Intel Core i3,2.0,1,0,0,0,128.0,Intel,1,0,0,2.2
Dell,Notebook,15.6,8,Windows 10,59513.2272,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.9
Dell,Gaming,17.3,16,Windows 10,143802.72,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,4.42
HP,Notebook,17.3,8,Windows 10,28992.312,1600,900,0,Intel Core i3,2.0,0,1,0,0,1024.0,Intel,1,0,0,2.65
HP,Notebook,17.3,8,Windows 10,68198.4,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,Nvidia,0,1,0,2.63
Asus,Notebook,15.6,4,Linux,11934.72,1366,768,0,Intel Celeron Dual,1.1,0,1,0,0,500.0,Intel,1,0,0,2.0
Mediacom,Notebook,13.3,4,Windows 10,13586.4,1920,1080,1,Intel Atom x5-Z8350,1.44,0,0,1,0,32.0,Intel,1,0,0,1.35
Lenovo,Notebook,17.3,6,Windows 10,50562.72,1600,900,0,Intel Core i7,2.7,1,1,0,0,1152.0,Nvidia,0,1,0,2.8
HP,Notebook,15.6,6,Windows 10,30310.992,1920,1080,1,AMD A10-Series A10-9620P,2.5,1,0,0,0,128.0,AMD,0,0,1,1.91
Dell,Notebook,15.6,4,Windows 10,32921.712,1366,768,0,Intel Core i3,2.0,0,1,0,0,1024.0,AMD,0,0,1,2.18
Acer,2 in 1 Convertible,11.6,4,Windows 10,18594.72,1920,1080,1,Intel Celeron Dual,2.0,0,0,1,0,32.0,Intel,1,0,0,1.25
Lenovo,Notebook,15.6,4,Windows 10,33566.4,1920,1080,0,Intel Core i3,2.7,1,0,0,0,128.0,Intel,1,0,0,2.05
HP,Ultrabook,13.3,16,Windows 10,104695.2,3200,1800,1,Intel Core M,1.2,1,0,0,0,512.0,Intel,1,0,0,1.16
Lenovo,Notebook,17.3,8,Windows 10,159786.72,1920,1080,1,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,3.4
Asus,Notebook,15.6,8,Windows 10,44701.92,1920,1080,0,Intel Core i5,2.5,1,1,0,0,1152.0,Nvidia,0,1,0,2.5
Dell,Ultrabook,13.3,8,Windows 10,85194.72,3840,2160,1,Intel Core i5,1.6,1,0,0,0,128.0,Intel,1,0,0,1.21
Dell,Notebook,15.6,4,Windows 10,51095.52,1366,768,0,Intel Core i5,2.6,0,1,0,0,500.0,Intel,1,0,0,1.93
Lenovo,Notebook,15.6,4,Windows 10,18328.32,1920,1080,0,Intel Pentium Quad,1.1,0,1,0,0,500.0,Intel,1,0,0,2.2
